sentence,label
comment,1
hopefully took time answer student questions,0
lack synchronous sessions interaction students,0
would say consistent speaking english teaching us thus subjects taught also todays tech trend,1
way course presented us good enough satisfy way make presentation time meeting paste lesson jamboard discuss move next see teaching screen,0
areas affect critical urgency lesson involves life lesson basic principles futureready life guidance experts,0
prepare presentation always,0
improvements areas familiarity subject course prescence teacher reduce amount ambiguity,0
regular classes really helpful students ready synchronous class already made slides making slides class,0
recorded video lessons,0
mostly absent class late making announcements,0
need explain subject examples works,0
imbes improvement comment nalang po ilalagay sir okay naman sya nung prelim nag midterm final nakakaba ipapaquiz exam kasi wala alam ituturo maguupload lang lesson exam next week,1
online class recorded class,0
communication students regarding academic purpose,0
hard self study even research po still need rin po guide po groups know busy po kayo know naman po papaano still time reply messages kasi naseseen nyo naman po chat lalo messenger hirap lang po kasi nakailang ulit kasi nag papagawa po kayo chapter naman po natapos tsaka lang malalaman pala ganon mali,0
learn answer concerns pinag gawa research without giving us guide checking progress di nag tuturo nag babagsak lesson buong midterm di nag paramdam magpaparamdam saying busy kinabukasan wala naman po sya yung concerns wala paring sagot messenger gmail man magaling mag turo di nag tuturo,0
prescence teacher reduce amount ambiguity provide clear instructions deadlines structure formatting outputs system proposal difficult create output youre expecting certain results nag reresulta po pagka aksaya oras efforts repetition outputs unclarity jeopardized students motivation learn subject improvements terms new updates subject,0
provide sufficient amount time students order impart objectives subject giving clear instructions deadlines formats outputs,0
time management since barely class prof,0
areas affect critical urgency lesson involves life lesson basic principles futureready life guidance experts,0
time teaching student,0
could accessible since works needs validation us continue,0
advanced uploads lessons would better students subjects comply dumped one go almost end semester nervewracking,0
none hope consideration unresponsive consideration student like,0
listening students complains,1
could formal meeting us punctual regular classes giving activities work,0
areas affect critical urgency lesson involves life lesson basic principles futureready life guidance experts,0
need attend classes,0
use sync class elaboratively news updates,0
please conductattend classes,0
could make us work activities class think one really necessary comes way teaching provided learning materials stepbystep instructions asynchronous class,1
schedule thats early 7am,0
listening students concerns,0
areas affect critical urgency lesson involves life lesson basic principles futureready life guidance experts,0
wala naman sobrang fresh nga lagi sir pag nag tuturo sya laging naka polo shirt saka laging time,1
listening students complains,0
areas affect critical urgency lesson involves life lesson basic principles futureready life guidance experts,0
keep good work,1
hes complete teacher,1
teach us todays tech trend,0
thing know time consultation know always busy chances want ask something thats used ask one classmate,0
comment love prof nya po nakakalimutan although medyo preasure kasi magaling sya magturo nag seset sya expectation samin good po,1
none good,1
could consistent rules,1
think improvement part hes part professor teach us,1
assessing students providing activities related course,0
showed exemplary method teaching would even better activities class,1
none passionate dedicated teaching literature studies english language,1
maybe time consumption subject extend time,0
please post modules class time right time,0
giving activities students learn lesson,0
could considerate accepting answers online class could also conduct classes meet us often lessons difficult understand would helpful could explain us class,0
areas affect critical urgency lesson involves life lesson basic principles futureready life guidance experts,0
please learn defensive someone notice something wrong cause inconvenience side,0
calm making decisions ineffective decisions cause confusion students,0
time management maybe,0
explain lesson presentation clearly every student understand dont masyadong mataray po samin asking something sometimes po kasi dont know angry normal po e,0
need attend classes,0
comment,1
upload 2 activity one day robot please explain lesson clearly angry questions also accept answer recitation correct,0
keep good work,1
drop randomized calling students using wheel everyone handle stress getting forced answer one doesnt want answer ticipation class willing manner,0
areas affect critical urgency lesson involves life lesson basic principles futureready life guidance experts,0
teacher unresponsive students concern complain lms account,0
sana po multiple choices exam wala po sanang identification,0
time limit,0
sana po magmemeet po sana mag announce po sya ever merong announcement ty,0
time limit,0
teacher provide interactive quizzes games encourage learners interested topic,0
need improvement,0
need improvement,0
lack giving updates regarding next accomplish tasks included book especially since said next week semester end,0
must provide clearer instructions,0
teacher expound topic explain indepth knowledge topic provide interactive games encourage learners interested topic,0
provided helpful resources ideas tips course needs execute especially times situation like covid 19 education changes course learning,1
listening students concerns,0
nothing,1
internet think need stable internet makapagturo sya mas maayos overall shes good professor,0
knowledge online platforms,0
good keep,1
theres nothing improve,1
none excellent learn lot subject,1
none best maam 3,1
maybe providing us activity hopefully many,1
needs check students work time every students know need comply,0
none good teacher,1
think professor needs improve also check messages concerned subject comply requirements,0
none learn lot subject,1
hope open sya suggestions concerns students nya give consideration others,0
activities although part subject didnt teach however ask answers come willing teach us especially computational activities,0
dont make quiz assessment doesnt cover module lower expectations students still adjusting new normal,0
none learn lot subject,1
theres nothing improve,1
siguro yung technicalities nalang lms mas mapadali si sir paggamit,0
siguro yung schedule managment sir although nagsesend naman sya recorded discussions samin namimissed nya yung klase samin,0
smile sir,0
none shes really excellent job,1
since nagkaproblem schedule sana po mas maaga yung ouncement submission po nagagahol,0
bagalan magturo mahirap makahabol maingay background,0
explaining skills sana next time yung quiz connected anong diniscuss nya like theories diniscuss tapos quiz problem computation eh module ganong sample,0
instructor lacks consideration terms taking quiz examinations internet connection problem considered considered lifedeath situations instructor doesnt explain clearly students answers done hes willing explain way whereby us students still unable understand instructor always statement alam nyo yan ieexplain whereby us students really knowledgeable enough instructors way teaching reading whole module quizassessments problems hes able teach us instructors modules full theories hand quizzesassessments full computational problems even discussed us,0
instructor must practice answer question properly sarcastic way provide longer time quizzes assessment since accounting subject face face take quizzes whole class time 30 minutes especially long problems given,0
improve attitude sometimes acts unprofessionally responding students good manner improve learning style naituturo ibang level difficulty nasa lesson provided quiz exam pinatatake considerate please always consider suggestion students like one time nagtanong pwede gawing skippable yung exam refuses time allotted per quiz sana suitable types questions hind yung kelan computational saka mas maikli yung time,0
much better even already tackle lessons back lower years great help us least teach especially computations,0
medyo unprofessional lang po kase kada magtuturo sya laging maingay background di po sya nag oopen cam quizzes exams nya laging time pressure nasanay 1st year binibigyan enough time compute problems nangyayari tuloy takot maubusan time hinuhulaan lang ibang items makaabot lang time limit,0
improvement job professor,0
none passionate teaching mythology folklore,1
nothing improve,1
needs give consideration students especially students difficulties deal modalities,0
maybe time schedule class really understand prof busy,0
best,1
maybe create exciting games related teaching course,0
give engaging activities,0
teachteachteach,0
able share ideas thoughts also become productive academically,0
none think already best 100,1
thank good handling student especially working studying,1
time management flexibility knowledgeable skills,0
lang instructor,0
best,1
time class paibaiba,0
instructor needs improve skills managing using computer,0
tone voice try encourage students learn positive tone,0
use student feedback shape learning time learning strategies,0
able productive academically,1
considerate students regards passing due dates us working fields studying thank,0
time self restfighting maam,0
instructors need explain topic given activities,0
none think 3,1
deligation flexibility,0
think areas improvement instructor teaching school student enjoying studying school gives energy opportunity,0
patience avoid shouting,0
give much pressure students hope also understand dilemmas students experience like trouble internet using microphone,0
understanding situations students,0
give considerations students,0
think areas improvement instructor teaching school student enjoying studying school gives energy opportunity,0
none far,1
think areas improvement instructor teaching school student enjoying studying school gives energy opportunity,0
think areas improvement instructor teaching school enjoying studying school gives energy opportunity,0
think instructor get job teach us,1
think areas improvement instructor teaching school student enjoying studying school gives energy opportunity,0
think areas improvement instructor teaching school student enjoying studying school gives energy opportunity,0
think areas improvement instructor teaching school student enjoying studying school gives energy opportunity,0
think gives much pressure student hope talk without pressuring students dilemma like internet trouble microphone front camera hope understand situation,0
think areas improvement instructor teaching school student enjoying studying school gives energy opportunity,0
attending class,0
nothing improve,1
none kind,1
improvement part shes part professor shes approachable even weekends shes job even class hours,1
think areas improvement instructor teaching school student enjoying studying school gives energy,0
think areas improvement instructor teaching school student enjoying studying school gives energy opportunity,0
live consultation,0
time management comes schedule teaching,0
accessibility medium teaches students also time wherein discusses lesson,0
none teaching enough learn,1
lessen video project,0
way whole class discussion display,0
none great professor,1
accessibility lessons,0
excellent aspects,1
none handled lessons well,1
nothing good experience learn,1
none already great professor,1
approchable bit considerate,1
communication skills towards student,0
think needs lessen speed explanation experience cant understand lessons fast,0
teaching speed really fast hard keep class especially network problems,0
approachable considerate,1
none shes perfect po hehe,1
think needs louder voice online class,0
think point po overlapping time limit every quiz assessment instance po kasi 1 2 nilapag quizzes yong accessibility nagkakabuhol buhol,0
manage finish lesson much possible really matters someone teaching us rely understanding,0
adaptability communicate towards students,0
quizzes outside class hours,0
nothing improve,1
definitely flaws maam also wonderful compassionate teacher admire,1
improvement,1
comments good kudos maam thank much efforts appreciate,1
clarity recorded video would nice grateful explains clearly synchronous class,1
area improvement instructor detailed examples understanding different lessons course,0
none good,1
shes kind kinda intimidating terror also lessen expectations understand watched earlier different learning capacity absorb everything,0
understand students situation,1
thing instructor needs improve patience based observation always gets mad every time one us didnt answer immediately,0
considerate students think doesnt know difficulty finding good spot network attend online class always assume want slack whenever failed attend class shes angry us time specially answer questions understand shes already quite old know students learned best instructor kind honestly cant remember anything taught us feeling wrath,0
want indepth discussions reading module want pure professionalism discouragement instructor well sermons fine teacher mother students want pass subject need study pay subscriptions get online tutor find educational videos ease difficulty understanding lesson,0
adjust method teaching speak calmly,0
considerate learners specially working students,0
think instructor chill discussion since sometimes students cant answer properly questions got mad easily,0
nyang iimprove yung interaction nya student mas manda sana maganda approach,0
mabawasan po sana yung parati pong galit,0
considerate working students way express thoughts towards student sympathy everyone different situation,0
needs considerate working students consider reason students absent needs lower temper synchronous class,0
needed know every students good internet connection good cellphone use online class tell students palakasin mo signal bawal mahina signal students wont anything another things lower confidence students like ayusin mo kang patay bumasa nagpapahiya sya estudyante madaming kagaya pag galit sya always angry class make class interested proceeding discussion always recitation dont know always class always pagpapahiya galit nya di sya maintindihan know already old age still must learn give consideration students well,0
know maam age doesnt consideration po konti hard us intindihin sya kase age rin naman po lang incident one time medyo nalate kaklase attendance said sorry bumagal lang yung wifi maam aswered palakasin mo hope magkaron po sya consideration konti knowing online class po,0
doesnt give consideration students weak internet connection working students provide motivation students difficult give opinion seems wrong even answer opinion,0
please consider students work working students dreams need work support studies,0
consideration empathy hope,0
empathy understanding students circumstances due poor internet connection find difficult times instructor gives us overwhelming pressure whenever group discussion little consideration important us say upfront afraid misunderstood judged,0
considering working students always repeat lesson even already finish discuss answer recitationevery meeting recitation absent dont want hear background noise,0
magkaroon konsiderasyon working student wag ipahiya klase nalate naka attend klase,0
need nya iimprove yung pagfocus mismong topic,0
none,1
please give political examples teaching affects way students think freedom choice opionion beliefs please respect,0
nothing improve good comes teaching also understand situation hisher student,1
cant really blame instructor cant meet us teach us directly brother one guiding performance task ive bother whole year im sure,0
nothing improve good teaching gives high grades hisher student even deserve student,1
magbigay ibang gawain puro video,0
none,1
nabibigyan pagkakataon magpaliwanag side naguguluhan pagtuturo nya,0
paced teaching sometimes hard understand huge amounts information,0
learn appreciate students work show happy face teaching contagious positive energy teaching lessen mad manner,0
need nyang iimprove yung pagbibigay nya activity quiz medyo mas malinaw sana instruction deadline,0
time management good listener student suggestions lack context exam questionnaires giving second chance student worked,0
nothing improvement first meet sychronous class attitude bad always pressure hisher student ignore efforts work hisher studentand gives feedback comment hurts students think words utter,0
sana po medyo bagalan po magsalita palawakin po halimbawa tinatalakaysana po mahinahon po siyaipaliwanag po maayos magpahiya studyante naman po nagkakamali,0
one areas needs improve clarity instruction stable decision instruction sometimes didnt follow stated day rest experience instructor good course taught us bagsak quizexam move agad hahahahahaha,0
clearliness giving instructions,0
please consider answers students nice students good,0
students cant keep lesson totally lose guidance instructor,0
ayusin pagsasalita nagtuturo nagpapaliwanag aralin upang maunawaan klase,0
improve communication skills matters especially tasks require clear instructions oftentimes know execute activity vague instruction,0
nag coconsiderate students magsasama tanong exam nman tinuturo clear instruction activity,0
magkaroon konsiderasyon working student mag bigay proper mas malinaw instruction studyante,0
would better give precise clear instructions quizzes exams since lms sensitive hope give clear format activities given since sometimes confusing,0
instructor inconsiderate students standards high exact opposite patience im scared honestly likes embarrass us students shouting talking bad dont like sorry,0
medyo bagalan po boses,0
nyang iimprove yung pagappreciate pagbibigay compliment gawa estudyante,0
give students chance explain sometimes preaches us listening say turns made mistakes nothing wrong,0
empathy kindness,0
fair presenter giving exact format details shes giving negative feedback dont embarrass student whole class students instructed instructor,0
give considerations students students best comply activities,0
po sanang mabilis magalit,0
please nice students consider working students,0
interaction students,0
think sometimes deadline short mistakes needs revision students output,0
give sufficient time accomplish tasks sometimes difficult finish time since time allotted insufficient finish effectively,0
mag considerate studyante nakakapagpasa time clear instruction,0
magkaron konsiderasyon working student,0
louder voice sometimes discussion better understanding learners,0
tackling lessons engaging enough voice low causes students difficulty following lesson,0
information idea enough us clearly understand one lesson,0
talks fast time hard time understanding hes saying would great would talk little slower clear,0
needed improve teaching skill time attending class,0
teacher weak voice,0
nothing best every discussion,1
clarity voice,0
mahina madalas boses,0
speak well explaining,0
creative presentation ideas,0
clarification hes saying sometimes make confused topic,0
thing instructor need improve voice modulation sometimes speaks fast volume low still understand discussion well,0
sir medyo makikilakas po boses po medyo pakibagal bagal po konti pagsasalita thank po,0
make use ppt,0
areas need improvement examples regarding topic also volume voice,0
would better instructor prepare ppt kind visual aids instead pdf file module,0
needs present powerpoint presentation student enjoy studying makes student loss study teacher gives explanation mouth,0
medyo lakasan lang po boses magtuturo,0
nothing best students teaching,1
validating working students reason,0
need nya iimprove yung ppt mas detailed sana mas nababasa ayos,0
like way gave us assessments since lms sensitive think better would explore lms quizzes exams given us docs file format,0
need improvement,0
nothing improve good comes teaching also gives clear instruction task hisher student doand also hisher student attend sychronous class knows also give second chance student,0
attending synchronous class,0
needs improve time class,0
miss excellent discussions hope see frequently,1
interaction students,0
often attending synchronous class,0
better met often since instances instructor able attend classes due difficulties internet available area due seminars,0
use listened students opinion,0
time schedule,0
none hes great,1
instructors way teaching enough dont know students thinks able catch,0
enjoyable teaching kind makes us want listen,1
learner engagement,1
spend exact time learners whole semester,1
often let us watch informative videos teach,0
time class sometimes forgot attend class exact schedule time,0
please guide us indepth discussions subject matter needs comprehension students educational videos youtube presented teacher helpful hope teacher could convey lessons effective interesting ones videos,0
avoid watching much videos students watched youtube videos class didnt learn much,0
interaction students,0
creative discussing contagious abundant feeling discussion,0
better also allots time discuss topic reported students clarification since us able deliver properly understand,0
improvement engaging activities discussion,0
doesnt seem know shes teaching,0
time connect students every class hour,0
needs make online class possible,0
improvement good professor,0
please make lessons interesting engaging,0
sya nagturo samin simula prelim finals pinareport nya lang lesson samin,0
sem ones discussing lessonreporting,0
teaching style needs improvement,0
nyang iimprove yung mas maraming interaction estudyante nya,0
connect students individually,0
hope atleast discussion yes far remember one always reporting students prelim finals,0
interaction students,0
think need improve way teaching,0
consistency performance became slow low later part sem,0
guess give notice synchronous class nonetheless understandable since dont know reason behind,0
consistency teaching,0
make class alive,0
avoid absent,0
time utilization,0
scheduled time,0
think consistency personally much interest course reading module suggest conduct classes order us grasp knowledge need particularly subject,0
consistency dedication updates techer able teach us properly subject meet thrice whole semester,0
keeping touch students even dont class clarifications attend class giving activity dont even know going activity given lms,0
give ample time discuss every lesson,0
think teach us often subject indeed interesting nahihirapan kaming intindihin binibigay lang module nagbabasa please specific types questions quiztest approachable,0
meeting week still always present time appears questions exam module last exam waited almost 2 hours released late without even announcement,0
think great conduct class often really looked forward learning lot subject since indeed interesting reading lessons frequent presence helpful us really struggle lot exams learn internet course think different professor explaining topic us hope make feel bad still appreacite sir,0
related hoping section research purposes easy us work schedule,0
nothing po,1
think relationship students,0
voice style teaching,0
give ample time discuss lesson,0
explanation lesson,0
teaching always wanted demo,0
give ample time discuss lessons,0
think clear specific brief giving instruction,0
feel like hopes expectations us high makes feel intimated time instuctions sometimes vague maybe expecting specific one find hard read comprehend scared get wrong fail reach standard,0
explain lesson well class,1
sometimes speaks fast,0
wala po,1
provide learning materials better understanding learning process,0
terms teaching none downside meets us twice prelim twice midterm finals gives us random quizzes hell give us video give interpretation reflection,0
nothing expertise shows enough course,1
comment actually understandable busy,0
peoples iq levels different hope doesnt always compare one another please dont put much pressure student wont help either friendly helpful students dont expect much easy life short,0
wala po total package po si maam,1
think teaching interactive way students feel comfort class,0
always read whats module much explanation almost meetings reporting,0
approaching students,0
must adhere time day set class,0
way teaching,0
none,1
lessons please,0
avoid conflict asynchronous classes instructor discussed within time limit,0
use lms wisely specially updates,0
manage time well sometimes cancel class unexpectedly,0
give consideration lazy students passing outputs time taking quiz exam later given date prescribed,0
attend sync class turns change schedule quiz exam,0
improve way deliver lessons students interested teaching,0
time update us asynchronous classes,0
teaching synchronous schedule,0
attend sync class,0
timeschedule,0
focus klase magturo sana time nacocompromise yung knowledge matututo sana students end hinde unavailable lagi si prof sana magkaroon fix schedule meet tge students,0
well comes online classes instructor conducting class often effective teacher face face set,0
decisive setting date time examinations,0
nakakalungkot po wala po kaming natutunan subject sir unfair po nung part po yung magseset oras kelan po gustong magklase given fact schedule naman po subjects synchronous asynchronous class magaling naman po si sir sobra siguro lang po inassume sir ok lang samin di sya nagtuturo,0
implement consistent synchronous classes,0
wala klase online class late exam susulpot lang pag exam po matututuhan online naman po mahirap mag aral online po yun lang okay po sana magturo,0
please follow synchronous class schedule,0
try attend class often,0
class discussion time allotted,0
please attend classes,0
dont know talaga sya nagturo synchronous class dont know improve,0
online classes please,0
proper time delegation quiz exams,0
use lms wisely specially updates,0
none time,0
keep,1
dont know shes good professor,1
nothing shes good enough,1
nothing much best,1
topic given answered quiz exam topics discussed online classes related subjects taken already previous semester,0
dont acknowledge circumstances exam quiz2,0
sana nagbigay sya sample problems nagamit naapply quizzes seatworks binigay,0
way teaching,0
way teaching,0
maayos naman magturo subalit parang nagbabasa way teaching okay lang naman parang nay ayun yung engagement students,1
accessible time every activity always enough us answer item problems really hard compute lots us experienced enough time answer questions time 15item quiz lot problemsolving given time us answer think 30 minutes,0
learn trust students also learn minimize background noise class,0
terms giving enough considerable time finish quizzes us students feel nervous pressured quizzes exams,0
dont strict sometimes concerns students disregarded,0
hand limiting much time quizzes cant provide us ample time answer correctly even practice solve pressure adds time question sometimes doesnt stick mind goal making scores hope could give sample activities doesnt apply scores maybe plus highest student something students need practice giving resources ability explain activities good dont know others sir expect us go class already read something also bring questions mind could practice ask questions class pressure goes quiz score upon practicing read applied professor loved taught us value scores learning,0
bilis magsalita,0
interaction students,0
unprofessional response students,0
napansin lang po kay sir sometimes medyo masungit nagiging caused po yun di mavoice estudyante yung concerns especially nagkakaproblema lms medyo rude sya pagrereply concerns students think need po siguro sir habaan yung pasensya nya,0
quiz questions presented discussed modules provided synchronous class,0
instructor need improve schedule teach students class hour,0
followed scheduled assigned meet us assigned time day,0
mode teaching,0
meetings online classes,0
hope follow given schedule use material given campus like lms give students ease accessibility activities,0
final term nadin nagdiscuss siguro sobrang busy lang,0
terms uploading activities use lms google classroom order us track activities one application follow schedule class instead always move outside class hours benefits preferred time conflicts,0
use lms announcement sometimes dont idea class time,0
management,0
active,0
pagtuturo po scheduled date,0
personally like assigned us insightful assessment activities think still shouldve gotten tests like usual ones help us remember specifics discussed concepts better,0
follow respect given schedules accordingly note schedules online meetings handled students saturday 8pm meeting mandatory said advantage attending count added recitation makes students feel like forced attend weekend meeting sake getting incentives even mandatory fb live assure us students really watch live recorded fb live also use lms handing activities instead gclassroom,0
provide efficient time management conduct classes accordingly class schedules,0
skills teaching,0
cant think anything excellent instructor,1
pagbibigay madaling activities,0
working student wish theyd show consideration us providing recorded lectures discussions learn subject module instructor provides bit grueling,0
outputbased assessments activities good timeframe must enough tasks,0
focus teaching students play phone personal activities discussion always many dead air,0
instructor needs build good way teaching students learn pressured course subject since online needs understand students well equip possiblity interuption comes recitation also suggested provide effective power point students catch lessons,0
terms recitation terms explain us learn,0
feels like mood discussing gives us slouching posture makes student feel lazy whenever meetings became productive someone observing class right observer left showed us slouching posture even texting meeting,0
terms synchronous classes type discussion everyone supposedly playful approach studentteacher engagement come unprofessionalism perspectives sound effects annoying discussions puro recitation doesnt matter maubos yung oras kasi nasagot ieexplain yung thought nung concept time lang nagexplain halos nung lesson nung nagobserve nung last lecture yung activity po far actual lessons parang yung ituturo beses lang maeencounter kasi yung magiging activity particular lesson kinalaman,0
instructor improve way speak deliver words cant understand instruction know pe class needs instructor ability instruct well clarify students always instruct wrong way inaasa lang yung students hard understand point even listen also professional college teacher sugeest act way,0
visual presentation,0
easily disturbed co teachers marites thing focuses students way makes ppt unprofessional needs lot improvement well use lms since observed still exploring use used google drive entire semester pass activities uses lms get link gdrive arnis video think pretty useless need whole lecture spite unprofessional ppt also say basahin niyo nalan kayo bahala umintindi note able discuss lesson arnis strike really,0
noticed knowledgeable technology devices doesnt know lms works dont know typographical error lang nagkamali talaga spelling modern mothern ppt presentations looks like rushed done last minute understand kasi told us many times laptop good lags everytime,0
terms teaching explain reading presentation,0
pe teacher wrong exercises show us approachable,0
pagpapaliwanag lesson paraang mauunawaan students,0
active,0
activities compliance help growth mental health students today,0
needs find good place work background noise distracts us sometimes unfocused talks coteachers middle discussion,0
read power point,0
making powerpoint presentation,0
wish provided recorded lectures us working students,0
terms presenting class think knowledgeable using laptop explain lesson let us watch videos,0
terms techy think improve phase since new normal,0
none far,1
couldnt think,1
considering current situation observing school setting like pandemic hard us answer fs episodes,0
nothing say superb ability teaching course,1
need improve carries course knows well addition one professors considerate understanding,0
none think great instructor,1
communication students maybe although theyre nice discussions im little intimidated talkreach clarifications due previous encounters,0
honestly cant think anything correct teachings,1
cant think anything needs improve student learned lot course subject everything well way teach lesson effective,1
explain terms specificaly,0
nothing think mam strenght teacher wants,1
indeed teacher,1
explanation lessons,0
terms communicating atleast slower speaking follow well,0
consideration,0
hope improve communication skills students times discussion dont seem interesting didnt encourage interaction class,0
please let students give second chance answer quizzes gave excuse working students work support study also hard us situation also believe us explained able take quizzes make deadline every quizzes exam untill 1159 mark date students work able take work please considerate working students,0
think start practice speak slowly little bit fast sometimes understandable,0
slowly speak,0
recorded videos downloadable way students saves data usage use online classes,0
dont see areas needs improving,0
schedule course 4pm 7pm students pretty tired rate possible least move morning split 3hour discussion 2 hour half discussion,0
think improve communication students class interactive silent always also engage question first even lecture catch course subject suggest way teaching course subject make easy since major,0
case giving assessment quizzes time problem solving type questions balanced number items manage time also sometimes appears intimidating causing students raise questions class,0
explain terms us follow discussion,0
areas improvement according strengths personally think kind considerate dont think change professors like need times like,0
wala po,1
areas improvement one teachers explain course well,1
none,1
cant think anything improve always duty professor,1
hope speak lively would sound boring entire time,0
give lot examples difficult terms,0
think areas improvement enough make us learn course,0
cant think anything instructor improve way teach effective students,0
strengths really great prof,1
even though always recording ready feel like didnt meet us personally enough dont anything suggestions improve,0
none great instructor,1
one time still want discuss academic break message structured guilt trip student happened another section along follow respect given schedules accordingly schedules examsquizzes every saturday 8pm accidentally forgot post quiz still insisted post late night around 9pm also need improve use lms limit time access quiz 3 hours fact limit whole day without student cheating feel unfair 30 mins kwento rest lecture,0
give activity quizzes weekdays,0
practice compassion students provided,0
extension time quizzes,0
think po maam needs put little consideration terms time po pagt take pagbibigay quizes yes po considerate maling tao po ata napapakinggan maling way po pagiging considerate yung nagagawa yung mas important mas need po request naco consider eh,0
attentive time since professors next,0
think improve way communicate students personal experience good always telled class possibility students engage listen short needs maximize time student learn always time know time important wasted,0
timely since one time makes us wait 1 hour take midterm examination,0
first make sure discuss topics tackled one three topics progress every time conduct classes rest selfstudy hard make sure tackle like provide essential information every topic dont need irrelevant details second conduct quizzes late night take quizzes every saturday 8pm one time took 11pm find unhealthy students,0
dont know told professor bawal daw recording classes lang po confusing medyo nahirapan matutunan yung lessons kasi recording pwedeng balikan always argues enough time classes ironic kasi min wastes almost 30 mins time saying things already said minutes ago previous meet,0
strict time midterms exam scheduled time 8 evening opened assessment past 9 evening also maximize manage time well 3 topics discussed covers 1 topic puts responsibility us learn rest topic,0
pagtuturo po kasi beses lang po sya nagturo samin,0
would best would teach giving us school works without even lecturing honestly great time classes certain subject time practice approachable towards students avoid intimidating might cause conflict less school works knows didnt lecture single thing make look like reads works student,0
teach,0
nagturo beses beses lang po nimeet tapos wala pang laging chat gc sasabihing wala daw class naman schedule final term instead magturo pinaggawa lang ppt presentation pinagreport buong final term laging daming reasons mamemeet puro essays pinapagawa process pagbibigay grades us daw unfair,0
skills teaching meet one day,0
value time efforts students,0
must teach school hours,0
met us gained nothing spite busy hectic schedule make time students meet us gives us activities good week leaves us self study program without sometimes giving clear instruction uploaded answer sheet prelim exam kidding aside aware files upload lms,0
passionate serious profession like modular type learning learn funny say final requirement subject report lessons final term teach us well,1
like said coursework modules helpful wish wouldve atleast provided recorded lectures give us better understanding concepts though learning little difficult,0
time synchronous class,0
time teach students said schedule responsive students need clarification subject,0
time management teaching improve attendance class,0
instructor meet student every schedule subject assigned instructor,0
students ask questions please answer according question sarcastic answer,0
think instructor needs improve managing time since professor knows responsibility became teacher already knows need catch topic since module released also blended learning expected teach provide knowledge course subject hirap naman po kasi puro output information pumapasok utak students effective teacher absent comes learning students,0
conducting online classes instructor needs improve handing activities,0
time discuss lesson,0
fixed schedule activities students prepared,0
fixed schedule activities students prepare properly,0
first attend classes since prelims finals attended class thats filed complaint absence online discussion incident change second hes following given schedule subject give activities scheduled asynchronous class third took prelim exam give proper instructions resulted committing mistakes mistake first place raised problem answered hell add extra points activities exam find accountability unprofessional nonetheless sound offensive harsh would like honest even call teacher professor,0
active synchronous class,0
time management clear instructions,0
terms giving instructions active,0
time discussion sometimes move asynchronous theres classes weve made whole semester,0
please comply lesson activity right time,0
put energy teaching,0
teaching strategy approach,0
make advance announcement despite busyness follow given schedule synchronous class avoid adjustment,0
active teacher,0
dont make schedule kasi schedule naman follow schedule attend synchronous class youre available inform class update us,0
give us time attending class,0
teaching strategy,0
compare students anyone always tell us every student different strengths weakness,0
try use instructional materials hehe,0
need improvement hes teaching great,0
explain given activities answered teaching excellent,0
present powerpoint presentations meeting really understand lesson research easy something youre say without visual explanation example especially research studying long time better information studies considerate sometimes research subject,0
good communication put lesson activity,0
teaching skills po medyo nakulangan lang po discussion binibigay nya po since pinapasagutan lang po yung module prelimmidtermfinals requirements po,0
atleast explain teach given activities know answer understand well,0
teaching strategy,0
dont biased favoritism fair,0
voice sometimes became dull explains well,0
avoid making powerpoint presentations wordy teachingit good,0
comment mtb subject,0
maybe add videos others pictures discussion sometimes slides became full texts others interest became low designs slides great colorful pleasing eye,0
nothing good,1
improvements saying,0
creating discussion history,0
hope teaches us students course,0
theres need good explaining students understand,0
instructions sometimes clear,0
really good teaching music po needs improve po part need nya po magbigay ample time discuss subject course po kasi po po requirement teaching demo okay lang naman po maimprove po yung practice teaching kaso po much better po sana ginaguide nya po process kasi po whole midterm final first sem po nameet,1
clear instruction giving activity,1
explain well given activities avoid misunderstanding learner also atleast give feedback learners work gave grade especially group task let learners know improve,0
avoid skipping teaching possible,0
clarify instructions attend synchronous class lower expectations,0
requirements lang mag discuss,0
maybe add videos others pictures discussion sometimes slides became full texts others interest became low designs slides great colorful pleasing eye,0
comes giving activities must consider first students every time teach always activity class suggest lessen activities classroom recitation,0
area improvement excellent teaching area,0
attitude excellent words powerpoint presentations wordy way teach great,0
attend synchronous class,0
avoid speaking fast sometimes teaching good,0
post learning materials activity class matter happens students comply never late,0
dont feel add improvement teaching method already great,1
good,1
put energy teaching skills teaching excellent,0
dont feel need improvement instructor,0
use online interactive learning material,0
nothing say thank learned lot especially teach mathematics correctly child elementary,1
learning modern technology applications,0
put pressure students much know correct students mistake good way,0
knowledgeable process passing activities lms relax discussion cause discomfort students students joining feel scared shes really great explaining lessons learned lot wish use im field,1
teaching approach,0
considerate sometimes sometimes shes one cant check activities passed time okay know hard especially shes technology,0
siguro po yung bawas bawasan pagiging magalitin hehe best po kayo mam,1
consideration comes reasons excuses doesnt consider always compared us somebody someone always nagged us always mad frown,0
learn good connection every student,0
please low expectations knowledgeable like willing learn dont give much pressure students personally fear feeling everytime class im afraid everytime recitation easy get angry always high expectations dont reach mad also youre giving grade questionable dont deserve work hard mostly subject get low grade always recitation unlike others think effort useless nakakawalang gana sobrang nakakapagod nakakatakot end get low grade super admire sana patas please stop favoritism thank,0
familiar use gadgets thats shes good teacher,1
