sentence,label
okay po yung pagtuturo kaso yung boses parang pinapatulog,1
malinis mag turo magaling lesson,1
use student feedback shape learning time learning strategies,0
examples,0
nothing improve instructor continue good teacher friend students,1
proactiveness,0
speed teaching,0
frankly instructor great areas,1
teaching teaching sometimes drowsy fine somehow,0
none thank prof,1
enough things,1
anything improve make sure class well continue teacher friend spread good vibes genuine happiness class,1
meet us oftentimes,0
good background silent room,1
true word,1
simply cant cover lessons term typically bit busy cant teach anymore,0
magaling magturo malinis,1
cant think moment,0
lang magturo,0
could provide activities,0
lack time,0
use student feedback shape learning time learning strategies,0
accessible,0
time management sometimes dont classes think hes busy,0
dalasan pag tuturo kase po ring modules nadidiscuss,0
connect students individually,0
meet students often,0
use different platforms different ways present lesson,0
teaching materials,0
enough technology use,1
please make announcement instruction quiz answer full name surname upper orlower cases usually got wrong answer thank,0
good background silent room,1
sir effective instructor di sya masyadong nagtuturo,1
way thinking need improve relationship students,0
give consideration grading activities,0
open understanble,0
communicate colleagues,0
consideration students use phone passing activities,0
professor fine address problem easily think fine treated way treats us,1
hopefully hell oftentimes meet us online whenever hes scheduled,0
teacher course hand rarely teaches us exchange ideas among students,0
sakin yung pagiging magaling magturo,1
time management since hes focus giving activities rather teaching,0
teach visible grades,0
try use engaging activities presentations able avoid boring class,0
think area teacher improve always active teaching,0
follow schedule synchronous classes hes always absent,0
gadgets use online learning,0
try become approachable,0
appreciate students passes activity subject give high grades lower 80,0
times materials needed students sent day quizexam would better instructor send 37 days needed,0
time classes subject still send us presentations read understand understand true tough days important things,0
comes grading activities,0
meeting students often synchronous time,0
regarding activities quizzes would better knew correct answers went wrong tasks feel like chance absorb new details help us improve english,0
many mention,0
standard answers wanted tasks learned particular lesson,0
use student feedback shape learning time learning strategies,0
teaching expectations,0
could use ict tools digital gamebased learning,0
prof need improve explaning things words dont understand clearly,0
activities mas maeenhance pagkatuto since mahirap accounting,0
give examples towards lesson based everything modules,0
good background silent room,0
teaches quickly doesnt always comprehend shes saying theres engagement students,0
attendance,0
professor strength weakness kindness resulting lack learnings students,0
magaling mag turo malinis,1
examples,0
providing impact,0
think none,1
subject also one majors want fully understand case doesnt usually give us activity enhance skills recommendation give us activities like entering fs activity related subject practice,0
anything improve really taught students subject clearly comprehensively,1
none thank,1
use student feedback shape learning time learning strategies,0
give exercise students practice solve properly,0
many mention,0
teaching materials,0
shes effective instructor thats us didnt understand well shes teaching opinion class fun active instructor must recitation exchanging ideas instructor students,0
enough gadgets,0
speed teaching,0
nothing sirs teaching good opened quizzes couldnt take,1
presents powerpoint presentation discussion,0
sometimes lack putting information across clear understandable manner,0
must establish good communication students,0
modules must docx pdf access easily,0
need make meeting students,0
discussion attending class announcement,0
update,0
time students,0
synchronous sessions professor must ensure lesson presenting order seen clearly class,0
able teach lessons clearly,0
read lessons,0
try explain lesson read loud online meetings,0
could use examples lessons,0
sir sometimes tend hurry teaching,0
good teaching dont know need improve,1
mas iexplain yung lesson wag lang basahin kasi nababasa naman po,0
comment,1
dont know,1
synchronous sessions must engaging ensuring students paying attention sleeping browsing internet,0
sometimes focus one example,0
good teaching dont know need improve,1
none hes well,1
comment,1
making class respiration wherein student chosen convey heshe learned lesson,0
slowdown explanation,0
nothing improve po kasi professional teacher nya po,1
nothing sirs teaching good day cant teach sir upload lesson recorded teaching us easily cope lesson,1
think since subject learning oneself individual work instead group work although understandable easier grade everyone groups however think necessary one us time able express partly fully,0
presence sometimes shes teach us,1
technical skill,0
nothing,1
try interactive discussion,0
honest theres improvements need improve shes good everything good teacher,1
must little engaging,0
dont nothing say prof toretta try hard cope technology respect,1
instructor engaging interactive,0
far good teaching make students obey instructions shes giving,1
speak little bit slowly give insights reading translating slides powerpoint,0
bit faster talk,0
way teaching must somehow energetic,0
explain vividly lesson dont rely presentation,0
dont rush explanation,0
dont think prof needs improvement shes good terms discussions projects exams,1
areas improvement expand teaching give clear information,0
find students learned anything,0
dont rush much explaining almost sounded rap performance rather teaching hehe,0
way teaching,0
interaction students,0
voice quality observe sometimes low,0
deadline activities activities always early morning deadline morning ex 8am start close 9am,0
shes kinda fast terms reading explaining lessons,0
times professor attend class maybe reasons apologies students able attend class acceptable tried best teach lessons missed,0
balance time session,0
availability especially trouble misunderstanding subject,0
timemanagement,0
interaction class passive teaching kasi really active participation students although instructor asks questions since teaching 3hrs straight kind hard process lesson especially literature heavy although good thing exams application rather memorization straight module,0
sir improve teaching time avoid late take exam right schedule,0
areas improvement teach us scheduled class section,0
must consider time attending scheduled session,0
could deliver instruction future letting students participate class happened class semester quite passive one provided learning,0
think strategy making class interactive class sessions,0
maybe busyness sometimes able meet understand,0
provide least way communication email messenger sms give heads session none,0
instructor needs improve connection students teaching always teacher students vice versa students students also important provide activities class engaging experienced course,0
instructor always give preview future lessons compromising current lessons push students get easily confused especially notsofast learners,0
enhance explain lesson students comprised easy way rather making lesson complicated,0
overtime po,0
areas improvement aware time shes dismissing us 30 minutes late think need maximize time allotted,0
explaining skills po medyo po naiintindihan yung lesson,0
need make lesson easy understand,0
considerate terms extending online class hours,0
explanation deep us understand,0
improvements discuss lessons easier us students understand lesson well,0
dont get distracted talking anything unrelated topic,0
way teach us dont know sometimes felt shes sleepy energy shes talking,0
considerate explain lesson vividly,0
clarify discussion,0
way teaching follow allotted time subject,0
dont use confusing terms,0
errors quizzes encounter errors quizzes results wrong answers typical typo errors,0
need recognize student know give time quiz exam better quiz exam a2 a3 day time,0
connection strength please refrain possible inserting topics advance us mastering basics hard us digesting advanced ideas shes inserting,0
try give emphasized explanation every discussion slowlearners students understand,0
often used unfamiliar words skip giving descriptions words phrases,0
activities practice less,0
give practice problem students answer whole week way students understand lesson deeply taking quiz exam,0
think provide examples every topic understand well topic,0
seldomly give consideration due technical errors happen quizzes focused memorization like answers worded bit difficult although understood lesson havent seen smile since always wearing mask class hope see next time,0
considerate give less activities projects needs meeting group mates,0
attend class synchronous time dont give unexpected activities time deadline enough activity,0
control temper patient students,0
everytime quiz exam activities always error answer keys tried raise ending fault,0
think way making assessments lacks making clear looking back previous assessments errors questions makes confusing answer,0
sudden announcement asynchronous exactly 1pm messaged someone enter gmeet time way giving activities exams either theres error access quiz give schedule,0
yung pong exam since online class po nalilito po instructions,0
character lack consideration towards students,0
attend class time understanding problems students especially comes quiz assessment,0
often overtime,0
problem think im seeing talk fast think student didnt able follow lesson,0
instructor abide time class give activities take class time,0
considerate giving deadline,0
areas improvement give concrete solid instructions hes giving us activities projects also give consideration exam terms answer key,0
easy communicate responsible consideration project deadlines,0
clarify discussion give consideration students listen suggestions students,0
type exam knowing lms sensitive,0
yung boses nya po,0
explains things needs little clear,0
need make consideration quiz exam like prelim exam many possible answer identification doesnt put make us incorrect,0
could least try give variations answers quizzes,0
suggest improvement accessible outside class sometimes concerns felt hard communicate,0
please give enough time students finish task especially video presentation,0
nothing honest,1
instructor engaging interactive,0
dont see problem,1
try interactive discussion,0
dont see areas needs improvement,1
nothing im happy instruction,1
nothing shes best,1
dont nothing say prof shes one best prof,1
think none complaints maam,1
dont think,1
dont see anything need improve maybe teach us,1
need time teaching students,0
areas improvement make time balance know sir busy hes registrar office think need learn time management balance works,0
attendance,0
try discussions often,0
think give materials ahead time study advance give time meet students,0
hope lesson,0
think presence class meeting though understandable since part registrar office members,0
time sending modules activities gives specific date,0
time interact since less meets,0
nothing im satisfied teaching,1
inform student miss class,0
know hes busy integrate possible plan order student continue learning even hes busy,0
give activities students grade compute,0
presence,0
online class please,0
instructor engaging interactive,0
time meet students,0
time classes,0
think commitment guess barely class subject made us struggling exams quizzes,0
time management try make way time meet students able teach lesson well,0
suggest accessible,0
always attend class,0
give students handouts weeks exams least could selfstudy,0
deadline l8 activities short,0
need give final lesson earlier us self study finals,0
teaching,0
fewer engagements know improve shouldve commented exercises even though short commendation suggestion use next activities future,0
social skills communicate students lot,0
areas improvement teach us give us time teach us learn course like meeting us gmeet,0
easy communicate,0
nothing since im happy way teaches,1
approachable give announcement ahead time give rubrics activity adjust get better grade,0
aspect materials well instructor must improve,0
attendance,0
attend class teach student respective time,0
presence consideration extending activities giving us,0
give examples subjects problem,0
yet hes considerate enough,0
bigyan po sapat deadline po mas magawa maayos yung activities,0
considerate discussion knowledgeable,0
areas improvement give consideration us students hes giving us less 1 week accomplish task never teaches us please improve way see us robot accomplish task two days,0
considerate giving deadline,0
try meet students discussions giving many activities try extend time limit exams students answer correctly,0
needs improve way teaching way making energetic since class scheduled evening also availability teaching entire finals commendable also needs considerate time allots every activities gives us especially truly lot activities sometimes time gives us short tend finish along activities given us teachers,0
teaching skills,0
maybe giving deadline activities also working students class,0
hope discussion often,0
1 wish wont combine online class section since already packed discussing 2 really wish hed given us examples activities arent knowledgeable enough accounting terms computations 3 hope reads module first discussing seems like isnt prepared teaching afar knows hes saying good 4 wish prepares sometimes joke little class would enjoyable 5 wish hed stop saying madali lang napag aralan nyo nung shs skips part students smart enough comprehend lessons 6 give activities exam wont loaded activities days dont know manage time anymore,0
giving 5 activities give enough time accomplish,0
consideration deadlines especially activities didnt taught us instead us learning almost impossible make activities less 48 hours learning processes students expexted,0
character attitude towards students also could little considerate giving task students sometimes mean time gave many task deadline short us answer submit also way teaching sometimes jumps topic another topic thinks already know well lesson teaching fact understand poorly,0
giving activities,0
consideration submission activities,0
give consideration also engaging interactive focus improving teaching skills,0
presence hes always teach us consideration extending deadline activities always give lots activities deadline short day,0
deadline short,0
improvement teach students easiest way us cope lesson accordingly,0
considerate specially students abm shs graduates really struggling understanding course teach less activities,0
nothing really think great teacher finals shouldve attended least one synchronous class thats,1
teaching,0
instructor gives many activities think able handle check one one gave scores many students,0
needs improve communication concern student needs understanding giving students span time finish activities gave also needs understand students also subjects fullfil dont give student much activities short period deadline addition needs improve communication terms explaining lessons students also attend class often,0
lighten question quiz exam give time answering 10 item question 18 minutes answer lot computation problem long reading understanding consume lot time cant skip question give lot exercise need check giving students score 90 attendance whether youre always present receive 95 equivalent 19 need graded fairly exercise attendance exam hard,0
time given students answer activities werent enough considering amount given,0
explain students lessons say madali lang skip topic examination time limited 18 mins 10 questions mix long computation terminologies grade computation students attend class attend class grades attendance sheet loaded school works lack time check midterm activities 90100 less 10 activities without giving us solutions correct answers,0
attendance teaching must slowly surely,0
siguro yung pagkaklaro lang lesson discussions masa maintindihan lalo estudyante,0
stronger internet sometimes hes lagging teaching asynchronous class,0
strict students paying attention,0
clear examples,0
familiarize technology,0
think nothing,1
think would better prof would concise lectures brief segments powerpoint presentation often times could sometimes see reading module although seems knowledgeable topic hand given age slow times,0
way teach,0
use student feedback shape learning time learning strategies,0
good help take old age,0
long easily understand theres nothing improve,0
needs give break terms giving activities students,0
think im satisfied sirs teaching skills,1
maybe accurate explanations louder voice order us students understand topics,0
understand student feedback,0
improvement way teach easy understand,0
think prof improvement way communicate class always giving attention classmates working always extending deadline submission activities,0
connection interaction students,0
area needs give improvement marks activities provides noticed seemed like whole class getting grade task,0
explained accepts suggestions,0
maybe making explanation simplier,0
voice audio,0
give time students try give many consecutive activities also activities another subjects,0
nothing everything perfect,1
anything good,1
good comes masipag yung pagiging available po naaayon yes teacher masipag always present po tama palagi ngang present yung natututunan wala wala napipilitan nalang kaming kailangang ipasa example gave us activities every week natuturo yung lesson nakalagay activity though yes mababalikan yung lesson parin maayos pagtuturo overall okay naman needs improvement siguro po wag lang masyadong pagawa palagi,1
think improvement regarding deadline sometimes overlaps weekends sometimes holiday,0
good teaching,0
problem instructor problem need f2f classes,1
areas explaining topic,0
ayos naman si sir mag turo super bait niyanf prof,1
ung bigyan nya consideration ung student kasi nagtatanong lang maayos pinagtataasan nya boses saka ung pagset nya oras meeting nakakalimutan nya magseset naman panibagong meeting nasasayang ung oras itinabi meeting taz di ren pala attend,0
accessibility areas need improve,0
always rely coordinator always schedule meeting late clashes classes dedicated schedule barely interact student said always busy,0
shes nontechy person gumagawa po talaga sya matutunan yung bagong ways pagtuturo wc using online platforms salute maam kasi po talagang pinapakita nya edukasyon mahalaga,0
make fun,0
hope implement teaching like example teaching transformative education yet using traditional education,0
communication prof students,0
lack accessibility acceptable given parttime instructor,0
although great teaching automata moments really get anxious due complexity teaching lot student catch,0
open questions students confused topic,0
need meet students,0
nothing maybe still make teaching strategies efficient actually satisfactory already,1
meet professor seldom dont know provides activities us answer class hours,0
maybe also busy schedule sometimes meetings meetings satisfied us hope meet lot really learn lot still want learn,0
always use synchronous class fullest love way teaching us sad say barely online class instructor,0
turo po since course surveying literature,0
class session rarely gave us activities deadline learning activities isnt enough different coming teacher knowledgeable enough subject,0
use session lectures enough time discussing lesson,0
maybe next time discuss confusing part literary piece given,0
would much advisable modules presented better although contents good filling,0
wish lessen activities feedback work improve,0
needs improve knowledge technology materials gave confusing understand,0
think none,1
improvement instructor perfectly engagement students online class,0
humor energy,0
face face classes,0
familiarization course explanation,0
wala maayos naman po magturo,1
please copy paste codes sir try explain class time wasted watching copying codes hahahah want hear self study time figured easily,0
already good teaching get along students,1
good commendable copy code html css js php explain code error debug,1
boring lang sya mag turo masipag sya mag turo nag cocode kasi sya di ineexplain yun lang naman,0
focus feedback refelection,0
si sir harold po sya mahirap pakisamahan bait po nya students approachable po oras klase outside class hours,1
use student feedback shape learning time learning strategies,0
show class hours provide lesson time,0
time online class reply messages regarding subject,0
hes time management,0
sana iexplain yung inupload lesson recording videos lang,0
update class responsive make topic interesting learn,0
give proper online class,0
sana improve nya late yung pag provide nya lessons throughout lms,0
instructors need reply students whenever ask question find need,0
prepared professional energetic make topic interesting,0
sya mam jesse nag tuturo tapos bigla mag papa quiz halos buong midterm finals di naturo parehas mam jesse,0
spend time teaching us online,0
professor unavailableabsent section since middle midterm handed finals modules lms last week professor also creates presentations teaching class google jamboard based prerecorded lectures midterm,0
po masabi kasi naman po nag tuturo,0
time management please google jamboard class time wasted watching creating however recording class sending class wise,0
face face classes,0
hope reply messages regarding lesson also hope deal online class upload lesson activities time,0
time management please,0
engagement students,0
needs time students especially class thesissystem development research,0
active make subject interesting,0
use student feedback shape learning time learning strategies,0
reachable costs respond concerns asap make ouncements advance detailed upload modules ontime love maam,0
maybe interactions students somewhat understand absent times due personal school reasons really ones hard time due much lessons done hope future would able interact us,0
mag turo sya bigla bigla syang mag papa quiz nagtuturo,0
time management aspects indigent teaching style poor learning experience need approachable available prof spoon feed us guide help students inquiries towards subject,0
think 1 2 days sychronous whole sem available synchronous class understand told us reason available sometimes meetings training maybe,0
needs completing instructions,0
always ounce advance detailed upload modules every week time accommodate concerns class,0
time management school works schedule students,0
late ouncement lesson,0
improve time online class usually time teach us upload lesson use study selves hope also reply email messages regarding subject thank po,0
face face classes,0
time management interaction students terms consultation hours proper distribution lessons time,0
give time class,0
professor uploaded midterm modules finals term unavailableabsent whole midterm would also take weeks per experience reply student concerns via email platform allows basically ignores private messages fb disseminates ouncements fb thru class representatives sometimes seen students ouncements madeuploaded lms first 3 lectures midterm prerecorded makes even harder ask questionsraising concerns live qa afterwards 1 live class section semester prelim,0
face face classes,0
wala naman maayos naman magturo,1
already good,1
process teaching capabilities student fair finish thesis tittle,0
kilos mo papansinin nya tapos anu anu sasabihin,0
instructors need reply students whenever ask question find need,0
good sir di nyo kaaway gagalits hahahahaha goods naman kabonding,1
nag aupdate po annoucement approachable po kausapin,1
think time understandable since work po sya support,1
hes good sometimes acts like hes always angry shouting haha,1
time bound,0
please sir make quiz exam time longer us good enough handle quiz exam short time limit,0
napakasipag nya po mag turo nasasagot nya po katanungan students lessons nag aupdate po ever announcement,1
instructors need reply students whenever ask question find need,0
wala finish si sir pinakamabangis teacher far matututo talaga organized sobra nakapabait magturo sir one ccc treasure talent experience teaching style probably like,1
face face classes,0
already good professor,1
good commendable use new features lms quiz exam saves us time answer hard questions timeconsuming answer,1
wala maayos naman sya magturo samin,1
face face classes,0
instructors need reply students whenever ask question find need,0
nagbibigay po considerations students lalo assesment pinasasagutan nag aupdate po si sir annoucement,1
wala maayos naman magturo,1
already good,1
nothing,1
wala naman kasi masipag naman sya mag turo,1
good commendable,1
use lms going pass activities quizzes,0
none good job sir,1
face face classes,0
quizzes please give time quizzes considering students absent valid reason working students,0
si sir po napakasipag nya po mag turo bait po students give considerations,1
already good teaching gives examples,1
wala maayos naman sya magturo,1
good commendable decisionmaking emz,1
instructors need reply students whenever ask question find need,1
energy,0
face face classes,0
quizzes please give time quiz considering absent class valid reason working students,0
goods think little bit humor energy,1
already good teaching gives examples well,1
wala maayos naman magturo,1
good commendable decisionmaking emz,1
instructors need reply students whenever ask question find need,0
understand use micro teaching practices,0
si sir po napakasipag nya po magturo bait po nya students give considerations po,1
nothing say,1
think continue improve next students handle,0
hope would also professor next semester,1
theres need good one,1
comes presenting information lessons,0
know schedule also dont waste time talking related lessons,0
posting lesson activity lms,0
needs creative sometimes boring class needs knowledgeable schedule class,0
give handouts soft copy lesson faster,0
dependable class representative comes class schedule always asks class representative like know lessons section currently discussion seems lost knowledgeable course,0
since really techy think improve overall lessons executed well,0
nothing say,1
hope lesson materials would distribute time,0
time,0
cant think areas improvement instructor,1
schedule hope schedule cant occupy time class,0
sana po madagdagan time magturo,0
balance use time nevertheless tried still make missed sessions appreciate,0
pong busy,0
area improvement instructor teach us day scheduled time us,0
prof person know hope meetings next semester maam honestly want consultation time sometimes part research sure still thankful prof,0
meet seldom maybe busy times reach doesnt respond messages,0
still improve way elaborate lesson especially steps every chapter research must specific also,0
give consultation hours missing action sometimes hard reach rarely replies,0
remind us going reseach subject,0
time management organization activities teaching strategies communication skills,0
slow discussion process learnings,0
detailed modules slower explanation po,0
sometimes teaches fast got confused lesson,0
dont read explain written handouts sometimes answers related questions synchronizes enrichment activities assessment day exam short period time cause us cram us fast analyze problems grade us recitation us called 80 others knows answer called 80 class giving consideration specially working student like,0
teach slowly explain clearly,0
part teacher,0
opinion areas improvement instructor already good one,1
think instead reading module explain let us access virtual lecture students like wants review study lesson especially dont understand lesson like see virtual lecture 2 days said working student,0
speaks teaches fast,0
one student wanting output pass grades,0
example present,0
mabilis magturomagsalita mahirap magpaexam,0
tell us get formula given talk slowly explain given one one avoid confusions,0
lessen activity given students improve speaking voice students understand clearly,0
need teach clearly step step fast slow,0
since subject one major sometimes couldnt catch process topic mind quicky hope ms would professor could slow explanations topic let students processed first thank,0
formulas cant see lesson material end confusion reviews results students fail exam,0
maybe need give students activities quizes improve learnings know mistake doesnt know topic,0
dont idea needed improvement think teaching technique next freshmen,1
make online meetings,0
areas improvement good one,1
think presentation synchronous class always make us watch prerecorded lesson video lagging understand lesson clearly,0
terms giving recorded lesson sometimes video lagging content clear since lagging,0
nothing say,1
handled well subject,1
think dont need improvement anymore,1
hope would professor next semester,1
louder voice,0
theres need good one,1
none maam way teaching organize easy understand also give handouts early every time give us activities always give us announcement explain need,1
nothing say,1
think improve continue techniques next students handle,0
make online meetings,0
continue improve next students handle,1
hope could attend synchronous time class,0
attending class time giving us lesson self study didnt discuss attend class communication student outside class hours hard us contact communicate outside class hours questions concerns,0
nothing say,1
post handouts earlier clear giving us activity,0
theres need good one,1
giving consideration attending class time didnt attend class doesnt consideration theres time let us recorded lesson avoid giving task didnt discuss time posting lesson task didnt teach us communication students time didnt reply concerns questions,0
cant think areas improvement instructor,1
accessible students manage time efficiently,0
need provide copy lesson used reviewing lessons,0
time giving time learners answer given activities given us,0
synchronous class,0
make online meetings,0
give motivational speech students also teaching skills made students become better comes studies,0
nothing say,1
present synchronous class understand situation instructor feel like times need meetings modules,0
semester started ended barely class assure us learning materials suggest atleast video lesson presentation make activities subject,0
hope class would interactive learners even online class,0
give longer time impromptu groupings easy contact everyone online unlike offline,0
think needs meet students,0
interaction,0
need considerable comes deadlines gives many activity enough time complete due date,0
time pass activities,0
opinion hes going give us quiz give us time make deadline longer especially didnt teach us,0
cant identify areas improvement instructor,1
proper communication student lessen given exercises avoid saying alam nyo yan discussion us take abm shs,0
lessen number activities understanding comes deadline,0
activities overwhelming gives quite fast teaching lesson,0
however finals couldnt meetattend synchronous time class gave us activity answer whole accounting cycle within 2 days submit could able accomplished activity hope professor would consistent schedule give students extension time submit activity us submit process activity given deadlines given also one major difficult subject,0
sometimes please give consideration students especially subject easy please understand sometimes students good adapting lessons,0
make time students,0
explain lesson clearly update students lms classes class hours,0
time must give time learners answer given activities,0
sir give us 2 activities requires long time upload 1 day day deadline us always plenty time huhuhu esp whose nonabm since lesson wasnt even discussed atleast,0
time allotment assessment think time alotted enough us answer comprehend question also internet connection always stablei suggest enough time answer asessments,0
stop cursing please explain lesson us po part lesson po skipping cause said madali lang naman alam nyo easy like po,0
give time tasks gives comes deadline explain clearly topic discussing,0
lessen activity improve speaking tone students understand clearly,0
finals instructor meet us present synchronous class since major subject reply students messages especially necessary,0
mabilis mag turo finals di nag paramdam recorded lecture wala modules lang talaga,0
nothing teachings way teaching lessons correlated,1
hi maam kumusta po kayo po nangyari po inyo nawa ok lang po kayo salamat maam,1
nothing improve handle students properly teach us clearly,1
assessment exams contain discussed apparently came ether,0
ahmmm siguro part yung communication sakanya kase dipo madaling ireach concerns kamihalimbawa di magets instructions pinagagawa po,0
maximize time,0
none,1
none dont see aspects improved fitted,1
think theres need improve like said last week hinde magtururosayang lang po diko professor nung face face siguro mas okay po naexperience siyang makilala personally,1
gaya maam ikeep institusyon,1
nothing improve handle students properly,1
per experience shes great professor,1
must reachable students concern,0
theres need improve,1
none happened okay lack anything,1
salamat po maam jacq,1
nothing improve handle us properly,1
masungit si maam nakakahiya mag asked question,0
per experience subject professor must make sensible decisions comes announcements would nice activities announced way ahead time deadline submission rather announcing day deadline hello food panda dont get within three hours,0
think theres nothing improve,1
sometimes absence teacher understandable sometimes schedule adjusted overall attentive class hours,1
research course,0
improvement mam good instructor,1
nothing goods sya nagbibigay activities kase alam nya need focus minor subject,1
area improvement maybe wont give activities quizzes scheduled day even asynchronous synchronous class,0
nothing sir nic already great teacher best role model aspects,1
nothing improve,1
nothing maybe still improve communication skills actually satisfactory already,1
maybe pronunciations time talkes fast end dont understand says sometimes,0
sir great professor still want improve teaching style us enough,1
could considerate number activities quizzes wants students answer,0
continue teaching smiling class po sir hepls stressout thoughts class thank po,1
already good satisfying teaching approach,1
provides activity yet taught,0
discuss usual,0
improvement mam good instructor,1
time teach discuss lesson,0
improvement mam good instructor,1
one perfect shes best,1
improvement mam good instructor,1
shes super considerate nothing improve,1
make recording ahead time explain synchronous class,0
teaches course clearly rapidly,1
sometimes feel lot pressure whenever asked recite overall fun experience,1
improvement mam good instructor,1
think nothing shes best prof shes one nagspoon feed point challenge yung utak mo nakakaimprove sya learning skills love maam,1
computation must taught student,0
everything especially personality way approach student rude point nakakadown grade mental health yung expectation po nya sobrang taas imbis ituro nya sasabihin nya saamin alam nyo yan kase bsais kayo nga po sya andoon cure yung ignorance magalit sya kase wala kameng alam,0
think giving specific directions activities area requires improvement,0
instructor always expects students know topic based previous courses discussed past year,0
sometimes gave us quiz computation didnt teach solve,0
teaching clearly considerate,0
hes little intimidating especially asks question one able respond quickly,0
first considerate second hope quizzes ones covered teaching third giving instructions stick first discussed fourth student talked thought unfair said considerate mas marunong kayo saakin fifth calls someone answer wrong laugh heard sections,0
improvement mam good instructor,1
time discuss lesson make expand knowledge field,0
sometimes lacking time finishing quiz,0
concern time gives us answer quiz sometimes lot items time given enough,0
teaches course rapidly,0
improvement mam good instructor,1
everything lang nakakita prof magpapaquiz 25 items 30 mins kasama back answer iupload gdrive pang process grabe tapos yung quizzes computation worst pinapareport nya yung topics saamin e students good reporting maggets yung topics grabe talaga baba mg scores quizzes nya consideration pagbibigay tanong sya effective professor kase naman sya nagtuturo,0
discuss slowly,0
improvement mam good instructor,1
mas linawin po yung turo po di maintindihan masyadong mabilis,0
explain parts code function works check activities soon possible students know still need improvements,0
siguro yung pag uupdate okay naman lagi naman halos nag uupdate si sir yung way lang siguro pag eexplain,0
ready teach without errors,0
sana maidiscuss nya ung mismong code ung puro kopya tinatype nya naman nag kakamali paden nag copy paste lng sya tapos pinaliwanag nya ayun ung result,0
give examples every topic,0
though hope knows hes teaching bc oftentimes seems unsure,0
lesson difficult understand instructor teach lesson complicated way,0
updates po magdidiscuss sya learning materials nakakalito po kasi yung sinend nyang module nasa po palang page diniscuss nya,0
update tsaka yung gawin exam kasi wala paramdam,0
sana maidiscuss nya ayos kasi ung topic di gets,0
mas clear po yung yung turo tas konti lang po pagiging seryoso,0
students find hard learn subject instructor give examples explain lessons students level understanding,0
clarity teaching making easier us understand,0
nonetheless,1
areas improvement instructor must teach us attends class schedule day,0
least give heads class none course design learning materials subject couldve executed applied real life missing action time,0
honestly maybe busy meetings sometimes time shock didnt know going exam coverage say meetings presenters cant able present didnt able meeting class,0
magsabi po sana makakapagklase po nakakaattend klase feeling po kasi nakalimutan magpapaexam akala siguro nakapagklase kabilang section lang po yata nakaattend klase module po nagbase exam rin pag naituro naipresent reporting lang talaga throughout rin pag teacher input po nagkakaroon clarifications additional information rin presensya teacher,0
must meet students,0
improvements proper use session connection students,0
caring students academic growth course maybe next time wont able meet class could inform students beforehand,0
instructor meet students class hour provide students needs teacherprof,0
think professors absence much attended class dont know reason classmates reach respond,0
must consider time attending online session,0
punctual professional,0
time management also always meet students order help student become knowledgeable subject,0
time management communication students considerations giving examinations andor activities teaching strategies,0
sometimes wasnt able meet us class scheduled class dayhour maybe busy also concern classmates gave us midterm examination without announcement discussion happened uploaded learning material time management,0
teaching students according class schedule,0
magupdate students magkaklase po naghihintay pinapagawa po alam san magsstart need po ba tapusin pinapagawa kasi po mahaba yun tsaka po mag ounce po sana kelan ipapasa chapter po,0
always attend sychronous classes interaction acvtivities mostly thesis making,0
socializing students,0
engagement students,0
instructor hard contact due schedule always busy students unable ask important questions reach possible resulting confusion students addition consultation must due system proposal,0
presence communication,0
students find hard communicate times questions rely class representative,0
mas magbigay pattern pano research mahirap po kasi ituloy tuloy,0
hmm umattend naman sya ilang beses lng kada sem alam po naming busy sya school napapabayaan ung hawak nyang studyante,0
instructor give instructions directions immediately,0
mas iguide po yung students kasi times po alam yung kasi di po alam yung mas madali po mahagilap matanungan kailangang iclarify po,0
clearcomplete ouncement class representatives minimize confusion,0
updates term requirements since busy po sya po alam sisimulan ba next requirement next term,0
tingin wala need iimprove stay sir mabait magaling magturo explain lagi nibibigyan time,1
wag po seryoso,0
speaks fast continuously,0
instructor little bit strict,0
sana bagalan lng ung turo hahaha nag mamadali kasi parang lakad hahaha ung sakto lng ba magaling sya kaso ambilis siguro kasi 7 turo nya samin pagod mabilis,0
wala naponh need improve,1
theres nothing improve,1
take care lng po health sir,1
nothing goods si sir,1
siguro patawa moments hahaha masaya magturo ee,1
instructor considerate students,0
availability teaching understand due work,0
siguro ung nya pag turo kasi lagi syang busy work nya naiintindihan naman sana mag send sya vid lng sya mag turo sched nya naibibigay sya,0
needs bit confidence speaking refrain redundancy,0
nonetheless,1
dont serious teaching make little bit fun students,0
communication students,0
siguro ppt naka summary yung pinaka main topic,0
theres one thing improve dont serious teaching make learning fun students class,0
student finds hard contact talk give consideration students due current situation students,0
believe professor always best comes teaching keep,1
none,1
wag lang po sana basta ituro sana magparecitation yung syudents gana talagang makinig lesson nya,0
none far,1
gentle,0
cant find honest,1
iconsider nya sana yung reason student skung bat nahuhuli apagpapasa activity ganun lalo acceptable naman talaga yung reason students bat di nakapag pasa maaga,0
let classmates judge,0
believe professor always best comes teaching keep,1
considerate sometimes terms submission students many pending activities need thats,0
time given practice finish moveexercise,0
challenging program logic questions,0
lesson failed understand,0
believe professor always best comes teaching keep,1
maganda yung pagtuturo saka mabait nman po si sir students sana lng nagpapa activity tagalan yung deadline paactivity kais nahihirapan po pinapagawang activity,1
think learning techniques logical way teaching sometimes get confused done something wrong output compared work showed us synchronous class,0
