label,sentence
0,i suggest being accessible.
0,always attend in class
0,he should give his students some handouts weeks before their exams for at least they could self-study.
0,"the deadline for l8 activities, is too short."
0,need to give our final lesson earlier for us to do the self study for the finals.
0,teaching
0,fewer engagements where we can know where can we improve more. he should've commented on the exercises even though it's just a short commendation or suggestion that we can use in the next activities and in the future.
0,"social skills, he should communicate with students a lot."
0,"the areas of improvement is to teach us more, to give us more time to teach, for us to learn more about the course, like meeting us on gmeet"
0,easy to communicate.
1,"nothing, since i'm happy with the way he teaches."
0,"be more approachable, give announcement ahead of time, give rubrics when there is an activity so we can adjust to get a better grade."
0,all aspect and materials as well as the instructor must be improve
0,attendance
0,attend the class and teach the student in your respective time
0,his presence and consideration in extending the activities that his giving to us
0,give more examples of the subject's problem.
0,"yet, he's not considerate enough"
0,bigyan pa po kami ng sapat na deadline para po mas magawa namin ng maayos yung mga activities niya
0,be more considerate and in discussion be more knowledgeable.
0,"the areas of improvement is to give consideration to us- students because he's giving us only less than 1 week to accomplish a task that he never teaches us, please improve the way you see us, we are not robot who can accomplish a task with only two days"
0,he should be considerate in giving deadline.
0,try to meet his students and do discussions before giving them so many activities. and try to extend the time limit in the exams so that the students can answer them correctly.
0,"he needs to improve his way of teaching in a way of making it more energetic since our class is scheduled in evening. also, his availability in teaching for the entire finals in not commendable. he also needs to be more considerate of the time he allots to every activities he gives us especially when is is truly a lot of activities. sometimes, the time he gives us is so short that we tend to finish them all along with other activities given to us by our other teachers."
0,all of his teaching skills
0,"maybe giving the deadline of activities, because their is also a working students in our class."
0,i hope the discussion will be more often
0,"1. i wish he won't combine our online class with the other section since we are already packed when discussing.
2. i really wish he'd given us more examples not just activities when we aren't that knowledgeable enough with some of the accounting terms and computations.
3. i hope he reads the module first before discussing because it seems like he isn't that prepared when teaching but afar from that, he knows what he's saying so it's all good.
4. i wish he prepares sometimes or joke a little so his class would be enjoyable.
5. i wish he'd stop saying ""madali lang to"", ""napag aralan nyo na to nung shs"" and skips that part because not all students are smart enough to comprehend all those lessons before.
6. give the activities before exam so we won't be loaded with activities. there are days when i don't know how to manage my time anymore."
0,"in giving more than 5 activities, you should give enough time to accomplish it."
0,"consideration on deadlines especially for activities that he didn't taught us instead us learning it ourselves. it's almost impossible to make activities in less than 48 hours and learning all the processes ourselves. we're students, what did he expexted?"
0,"his character and attitude towards his students. also he could be a little more considerate in giving task to his students because sometimes, i mean, most of the time he gave so many task but the deadline is too short for us to answer and submit. also his way of teaching. sometimes he jumps topic to another topic because he thinks we already know well the lesson he is teaching where in fact we understand it poorly."
0,giving activities
0,consideration for the submission of activities.
0,"he should give consideration, he should also be more engaging and interactive. he should focus on improving his teaching skills."
0,his presence because he's always not there to teach us. consideration in extending the deadline of activities because he always give lots of activities and the deadline is just a short day.
0,deadline too short
0,improvement on how to teach students in a easiest way for us to cope up with the lesson accordingly.
0,"be more considerate, specially to those students who are not abm shs graduates, who are really struggling in understanding the course. teach more and less activities. :)"
1,"nothing really, i think he is a great teacher not until this finals. he should've attended at least one synchronous class. that's all."
0,teaching
0,"the instructor gives so many activities that i think he is not able to handle to check one by one, so he gave the same scores to many, if not all of his students."
0,"he needs to improve his communication and concern of the student. he needs to be more understanding in giving the students a span of time to finish the activities he gave. also, he needs to understand that students have also other subjects to fullfil, so dont give the student too much activities with a short period of deadline. in addition, he needs to improve his communication in terms of explaining the lessons to the students and also to attend the class often"
0,"to lighten the question in quiz and exam and to give more time in answering it. for a 10 item question we only have 18 minutes to answer. there is a lot of computation to do and the problem is long, reading and understanding it will consume a lot of time. we can't skip the question. then if he give a lot of exercise he need to check it not just giving all of the students a score of 90. for the attendance whether you're always present or not we will receive 95 equivalent to 19%. we need to be graded fairly in exercise and attendance because the exam is hard."
0,the time given to the students to answer activities weren't enough considering the amount given.
0,"explain to students the lessons. do not say ""madali lang 'to"" then skip that topic. examination time are limited to 18 mins for 10 questions mix of long computation and terminologies. grade computation, students who attend class and do not attend class have the same grades on attendance sheet. loaded school works, lack of time to check. the midterm activities, we are all 90/100 on more or less 10 activities without giving us the solutions and correct answers."
0,"attendance, his teaching must be slowly but surely"
0,siguro ay yung pagkaklaro lang minsan sa mga lesson or discussions niya para masa maintindihan lalo ng mga estudyante niya.
0,"stronger internet, sometimes he's lagging while on teaching on our asynchronous class."
0,be more strict because some students are not paying attention.
0,more clear examples
0,familiarize the technology
1,i think nothing..
0,"i think it would be better if prof. would concise his lectures into brief segments in powerpoint presentation. often times, we could sometimes see that he is just reading off of the module, although he seems to be very knowledgeable of the topic at hand. given his age, he can be slow at times."
0,the way he teach.
0,use student feedback to shape learning with just in time learning strategies.
0,"for me, this is a good help because you can take it to your old age."
0,"as long as i easily understand, there's nothing to improve."
0,he needs to give some break in terms of giving activities on students.
1,"i think, i'm satisfied with sir's teaching skills."
0,maybe for being accurate explanations and have a louder voice in order for us students understand more about the topics.
0,understand what student feedback.
0,the improvement is the way he teach is more easy to understand
0,"i think our prof improvement is the way he communicate to his class, he was always giving attention to our classmates who are working and he always extending the deadline of submission of our activities."
0,more connection and more interaction with the students
0,the area he needs to give improvement to is in how he marks the activities he provides. because i noticed that it seemed like the whole class was getting the same grade on each task.
0,he explained more and accepts suggestions
0,"maybe, making the explanation more simplier."
0,voice audio.
0,give more time to students try not to give so many consecutive activities because were also doing our activities on another subjects
1,nothing everything is perfect
1,anything are all good
1,"for me, is good when it comes to being ""masipag"" pero yung pagiging available niya po ay hindi na naaayon. yes to teacher na masipag at always present but hindi po tama na palagi ka ngang present pero yung natututunan namin ay wala, wala dahil napipilitan nalang kaming gumawa dahil kailangang ipasa. for example he gave us activities every week, hindi pa niya natuturo yung lesson may nakalagay na a na activity, though yes mababalikan namin yung lesson pero kailangan parin namin ng maayos na pagtuturo. overall okay naman, but needs improvement siguro po 'wag lang masyadong may pagawa palagi."
0,"i think the improvement should be regarding the deadline because sometimes it overlaps the weekends and sometimes, holiday."
0,good teaching
1,"i have no problem with the instructor, the only problem is we need a f2f classes."
0,in some areas of explaining the topic
1,ayos naman si sir mag turo at super bait niyanf prof
0,ung bigyan nya ng consideration ung student kasi nagtatanong lang ng maayos pero pinagtataasan nya ng boses. saka ung pagset nya ng oras ng meeting pero nakakalimutan nya then magseset naman ng panibagong meeting. nasasayang ung oras na itinabi namin sa meeting taz di ren pala attend
0,their accessibility is the areas that need to improve.
0,"she always rely on her coordinator, she always schedule meeting late and clashes with other classes dedicated schedule. she barely interact with the student because she said she is always busy."
0,she's a non-techy person pero gumagawa po talaga sya ng paraan para matutunan yung bagong ways ng pagtuturo w/c is using online platforms. salute to ma'am kasi po talagang pinapakita nya na ang edukasyon ay mahalaga.
0,make it more fun
0,"i hope she implement what she is teaching, like for example, she is teaching transformative education, yet she is using traditional education."
0,the communication between the prof and students.
0,"her lack of accessibility, which is acceptable given that she is a part-time instructor."
0,"although she is great at teaching automata, there are some moments when we really get anxious due to the complexity of her teaching that a lot of student cannot catch up."
0,be open for the questions of the students when they are confused to the topic.
0,she need to meet her students more.
1,nothing. maybe she can still make her teaching strategies more efficient but it is actually satisfactory already.
0,we meet the professor seldom and i don't know why. but she provides activities for us to answer during her class hours.
0,"maybe also of her busy schedule, we sometimes have a few meetings, but those meetings are satisfied us, but i hope we can meet a lot before, because i really learn a lot from her, and i still want to learn from her."
0,always use the synchronous class to the fullest because i love the way she teaching us but it sad to say that we barely have an online class with our instructor
0,more turo po since ang course ay surveying literature.
0,"we are just having class session rarely. she just gave us activities and the deadline of it. for me learning our own doing the activities isn't enough, it is different if it's coming from the teacher itself because we are not knowledgeable enough about the subject."
0,the use of each session for lectures and enough time for discussing each lesson.
0,maybe next time she can discuss the confusing part of the literary piece that she has given.
0,"it would be much advisable if the modules were presented better, although the contents are good and filling."
0,"i wish he can lessen the activities, and can we have a feedback to our work so we can improve it"
0,he needs to improve his knowledge about technology because the materials he gave are confusing but i understand it.
1,i think none
0,the are of improvement for the instructor was the perfectly engagement of most of his students during online class.
0,more humor or energy.
0,face to face classes
0,"more familiarization about the course, and explanation"
1,wala maayos naman po magturo
0,"please copy paste the codes sir then try to explain what it is for because class time is wasted in watching you copying the codes hahahah we just want to hear from you what is it for so that in our self study time, we can figured it out easily."
1,he is already good at teaching and he can get along with the students
1,"all good, commendable
- just copy the code (html, css, js, php) and then explain what the code does if there is an error then we will debug it"
0,boring lang sya mag turo pero masipag sya mag turo nag cocode kasi sya ng di masyado ineexplain yun lang naman.
0,focus on feedback and refelection
1,si sir. harold hindi po sya mahirap pakisamahan napaka bait po nya sa students and approachable din po kahit sa oras ng klase or outside class hours.
0,use student feedback to shape learning with just in time learning strategies
0,he should show in class hours and provide the lesson on time.
0,more time for online class and reply to our messages regarding to his subject.
0,he's time management
0,sana iexplain yung mga inupload na lesson kahit recording videos lang
0,update the class. be responsive. make the topic interesting to learn
0,give a proper online class
0,sana ma improve nya na dapat hindi na late yung pag provide nya ng lessons throughout lms.
0,instructors need to reply to the students whenever they ask question to find out what they need to do
0,"be prepared, be professional, be energetic and make the topic more interesting.
"
0,katulad sya ni mam jesse hindi nag tuturo tapos bigla mag papa quiz halos buong midterm at finals di naturo parehas sila ni mam jesse
0,spend more time in teaching us online.
0,the professor was unavailable/absent to our section since the middle of midterm. only handed out the finals modules through lms last week. the professor also only creates his presentations while he was teaching the class with google jamboard (based on his pre-recorded lectures for midterm).
0,hindi ko po masabi kasi hindi naman po nag tuturo.
0,"time management. please do the google jamboard before the class because time is wasted by watching him creating it. however, recording the class and sending it to the other class is wise."
0,face to face classes
0,i hope she can reply to our messages regarding to the lesson. and also i hope she can deal with her online class and upload the lesson and activities on time.
0,her time management please.
0,engagement with students
0,needs time for the students especially when the class have thesis/system development research
0,be more active and make the subject interesting.
0,use student feedback to shape learning with just in time learning strategies.
0,"- be reachable at all costs and respond to the concerns asap
- make ouncements in advance, and be more detailed
- upload modules on-time
love you, ma'am"
0,"maybe for me her interactions with the students, i can somewhat understand her being absent at times due to personal or other school reasons but we were really the ones who are having a hard time due to not having much lessons done with her. i just hope that in the future she would be able to interact with us more."
0,mag turo sya.. bigla bigla syang mag papa quiz ng hindi nagtuturo
0,time management at all aspects. indigent teaching style. poor learning experience. we need an approachable and available prof not to spoon feed us but to guide and help students who have inquiries towards the subject.
0,i think we have only 1 or 2 days sychronous from the whole sem. she is not available when we have synchronous class. but i understand because she told us the reason of not being available sometimes they have meetings or her training maybe.
0,needs for completing the instructions
0,"always ounce in advance, and detailed. 
upload modules every week and on time.
accommodate concerns of the class."
0,time management between school works and schedule to her students
0,late ouncement sa mga lesson
0,"improve her time for online class, usually she had no time to teach us, she just upload the lesson and we use to study by our selves and i hope she can also reply to my email and messages regarding to her subject. thank you po!"
0,face to face classes
0,"time management, interaction with students in terms of consultation hours, proper distribution of lessons in time"
0,give time in class
0,"the professor uploaded midterm modules on finals term, and was unavailable/absent for the whole midterm. it would also take weeks (as per my experience) for her to reply to student concerns via email (the only platform she allows, basically ignores private messages on fb, but disseminates ouncements in fb thru her class representatives which is sometimes not seen by other students [ouncements should be made/uploaded in lms]. the first 3 lectures from midterm are pre-recorded which makes it even harder to ask questions/raising concerns as there will be no live q&a afterwards. we only had 1 live class in our section for this semester (which was for prelim)."
0,face to face classes
1,wala naman dahil maayos naman magturo
1,he is already good
0,process of the teaching in the capabilities student for how to fair and finish the thesis tittle
0,lahat ng kilos mo papansinin nya tapos kung anu anu pa sasabihin
0,instructors need to reply to the students whenever they ask question to find out what they need to do
1,"all good, pero sir di nyo kami kaaway kaya huwag gagalits hahahahaha - goods naman kabonding"
1,nag a-update po siya sa amin if may annoucement and napaka approachable din po niya kausapin.
1,"i think sa time, but understandable since may work din po sya to support."
1,he's good but sometimes he acts like he's always angry and shouting haha
0,time bound
0,"please sir, make our quiz and exam time longer because not all of us are good enough to handle a quiz or exam in a short time limit."
1,napakasipag nya po mag turo sa amin and nasasagot nya po lahat ng katanungan ng students about lessons and nag a-update din po siya sa amin if ever may announcement.
0,instructors need to reply to the students whenever they ask question to find out what they need to do
1,"wala na.. finish na.. si sir ang pinakamabangis na teacher so far. matututo ka talaga, organized sobra and nakapabait magturo. sir is one of whom ccc should treasure because of his talent, experience and teaching style that you will probably like."
0,face to face classes
1,he is already good professor
1,"all good, commendable
- use the new features of lms (quiz and exam) [because it saves us time to answer (hard questions is time-consuming to answer 🙂)]"
1,wala dahil maayos naman sya magturo samin
0,face to face classes
0,instructors need to reply to the students whenever they ask question to find out what they need to do
1,nagbibigay po siya ng considerations for students lalo na sa mga assesment na pinasasagutan sa amin and nag a-update din po si sir. if may annoucement.
1,wala dahil maayos naman magturo
1,he is already good
1,nothing at all
1,wala naman kasi masipag naman sya mag turo
1,"all good, commendable."
0,"why not use lms when we are going to pass our activities or quizzes? 
"
1,none. good job sir!
0,face to face classes
0,quizzes. please give more time in quizzes considering those students that are absent for some valid reason and working students.
1,"si sir. po napakasipag nya po mag turo sa amin, napaka bait din po sa students and he give considerations."
1,he is already good at teaching and gives examples
1,wala dahil maayos naman sya magturo
1,"all good, commendable
- decision-making emz"
0,instructors need to reply to the students whenever they ask question to find out what they need to do
0,more energy.
0,face to face classes
0,quizzes. please give more time in quiz considering those who are absent in the class for some valid reason and working students.
1,"all goods, i think just a little bit of humor or more energy."
1,he is already good at teaching and gives examples as well
1,wala dahil maayos naman magturo
1,"all good, commendable
- decision-making emz"
0,instructors need to reply to the students whenever they ask question to find out what they need to do
0,understand and use micro teaching practices
1,"si sir. po napakasipag nya po magturo sa amin, napaka bait din po nya sa students, and they give considerations po."
1,nothing to say
0,"i think she should continue and improve more, to the next students she will handle."
1,i hope she would be also our professor again next semester.
1,there's no need because she is a good one
0,when it comes to presenting some information about the lessons.
0,she should know what her schedule is and also don't waste time talking some not related to the lessons.
0,"posting a lesson and activity in lms.
"
0,she needs to be more creative because sometimes it was boring on her class and she needs to be more knowledgeable on her schedule class
0,give the handouts or soft copy of the lesson faster.
0,"she is very dependable to the class representative when it comes to class schedule (she always asks the class representative like she does not know at all), lessons, section she is currently having a discussion with. she seems lost. not very knowledgeable to the course."
0,"since is not really that techy, i think she should improve to that. overall her lessons is executed very well."
1,nothing to say
0,i hope the lesson materials would distribute on time.
0,be on time.
1,i can't think any areas of improvement for the instructor
0,her schedule. hope that her schedule can't occupy the time of her for our class.
0,sana po madagdagan ang kanyang time na magturo
0,"her balance in the use of time, nevertheless tried to still make up to her missed sessions that i appreciate."
0,masyado pong busy :((
0,area of improvement for the instructor is that she have to teach us on the day that she have scheduled time to us.
0,"prof. is a very person, we all know that. but i hope, we can have a more meetings with her in the next semester, and ma'am i honestly want to have a consultation time with you, because sometimes there is some part in the research that we are not sure. but still, we are thankful prof. ."
0,"we just meet her seldom, maybe because she is very busy. but in times we reach our to her, she doesn't respond to our messages."
0,she can still improve the way she elaborate the lesson especially the steps on how to do every chapter in research. she must be specific also.
0,"- should give consultation hours 
- missing in action sometimes
- hard to reach; rarely replies"
0,"remind us on what we are going to do , because its a reseach subject"
0,"time management, organization of activities, teaching strategies and communication skills."
0,slow down the discussion to process the learnings.
0,more detailed modules and slower explanation po
0,sometimes she teaches fast so we got confused on the lesson.
0,"don't just read and explain what is written on the handouts.
sometimes her answers is not related to our questions.
she synchronizes the enrichment activities with the assessment on the day of the exam and in a short period of time. it cause us to cram because not all of us is fast to analyze the problems. 
she just grade us in recitation, not all of us are called because we're 80+, how about the others who knows the answer but not called because we're 80+ in class.
she not giving consideration specially to those working student like me."
0,teach more slowly and explain more clearly.
0,doing her part as a teacher.
1,in my opinion there are no areas of improvement for the instructor because she is already a good one
0,"i think instead of reading the module, she should explain more and she should let us to access our virtual lecture because there are students like me who wants to review and study again the lesson especially when we dont understand the lesson. it is like we can only see the virtual lecture for only 2 days and she said its only for the working student."
0,she speaks and teaches too fast
0,as a one of their student wanting to have output that we can do to pass for our grades
0,more example to present
0,"-minsan mabilis magturo/magsalita
-mahirap magpa-exam:<"
0,"tell us how can we get or the formula of some given, talk slowly and explain the given one by one so we can avoid confusions"
0,lessen the activity given to students and improve speaking voice for the students to understand clearly
0,need to teach clearly and step by step not too fast and not too slow.
0,"since our subject to her is one of our major, sometimes i couldn't catch up and process the topic to my mind quicky. so i hope, if ms. would be our professor again she could slow down her explanations to the topic and let her students processed it first. thank you."
0,but there some formulas that can't see in the lesson material so in the end there are some confusion when doing reviews that results most of the students to fail in the exam
0,maybe she need to give the students some activities or quizes to improve their learnings and to know what are the mistake and what we doesn't know about her topic
1,"i don't have any idea that is needed for improvement, i think the teaching technique should be same as to the next freshmen."
0,make more online meetings.
1,there are areas of improvement because she is good one
0,i think it will be the presentation in synchronous class because she always make us watch the pre-recorded lesson she did and the video is lagging so i cannot understand the lesson more clearly.
0,"in terms of giving recorded lesson, sometimes the video is lagging. some of the content is not clear since it is lagging."
1,nothing to say
1,she handled well her subject.
1,i think she dont need any improvement anymore
1,i hope she would be our professor again next semester.
0,louder her voice.
1,there's no need because she is a good one
1,none. ma'am way of teaching was very organize and easy to understand. she also give the handouts early and every time she give us activities she always give us announcement about it and explain what we need to do.
1,"nothing to say
"
0,i think she should improve to continue her techniques to the next students she handle.
0,make more online meetings.
1,he should continue and improve more to the next students he will handle.
0,"i hope he could attend most of his synchronous time with our class,"
0,"attending the class because most of the time he just giving us the lesson to self study but didn't discuss and attend the class.
communication to the student outside class hours because it's hard for us to contact or communicate to him outside class hours if we have questions and concerns."
1,nothing to say
0,post the handouts earlier and be more clear in giving us activity.
1,there's no need because he is a good one
0,"giving consideration.
attending the class, because most of the time he didn't attend to the class but doesn't have consideration. there's a time that he just let us what his recorded lesson.
avoid giving a task if he didn't discuss, because most of the time he just posting the lesson and the task but didn't teach us.
communication to his students because most of the time he didn't reply to our concerns and questions."
1,i can't think of any areas of improvement for the instructor
0,be more accessible to students and manage his time more efficiently.
0,need to provide copy of lesson to be used for reviewing our lessons
0,"time, giving more time for the learners to answer the given activities that he had given to us."
0,more synchronous class
0,make more online meetings.
0,give some motivational speech to students and also some teaching skills that made his students become more better when it comes to their studies.
1,nothing to say
0,be present in synchronous class but i understand the situation of the instructor. i just feel like in these times that i need more meetings than modules that is all by myself.
0,"as the semester started and ended we barely have a class with him, but he assure us with the learning materials. i suggest to have atleast a video lesson presentation before we make our activities in his subject."
0,i hope the class would be more interactive to learners even if it's online class.
0,"give longer time for impromptu groupings, it's not easy to contact everyone online unlike during offline"
0,i think he needs to meet his students more
0,more interaction.
0,he need to be more considerable when it comes to deadlines because he gives many activity and is not enough time to complete on due date.
0,time to pass the activities.
0,"in my own opinion, if he's going to give us a quiz he should give us more time or make the deadline longer especially if he didnt teach us"
1,i can't identify the areas of improvement for the instructor
0,"proper communication to the student.
lessen the given exercises.
avoid saying ""alam nyo na yan"" during discussion because not all of us take abm in shs.
"
0,lessen the number of activities and be more understanding when it comes to deadline.
0,activities are overwhelming as he gives it all at once. quite fast when teaching a lesson.
0,"however, this finals he couldn't meet/attend for his synchronous time in our class. he gave us an activity to answer a whole accounting cycle within 2 days to submit. i could be able to accomplished the activity. but, i hope the professor would be consistent for his schedule and give the students extension time to submit the activity. because not all of us can submit and process the activity on the given deadlines, given that this is also one of our major (difficult) subject."
0,"sometimes, please give some consideration to students especially because his subject is not that easy. please understand sometimes because not all students are good in adapting the lessons."
0,make more time for your students.
0,explain the lesson more clearly and update your students in our lms if there will be classes or not and what to do during class hours.
0,"time, he must give more time for the learners to answer the given activities."
0,"sir, why did you give us 2 activities which requires long time to do and then upload it 1 day before the day of the deadline?????? not all of us are always have plenty of time huhuhu esp those whose non-abm since the lesson wasn't even discussed atleast once"
0,"it is for the time allotment of the assessment, i think the time alotted is not enough for us answer and comprehend each question. also the internet connection is not always stable.i suggest to have a enough time to answer the asessments."
0,"stop cursing, please explain the lesson to us as you should po some part of the lesson po your skipping cause you said “madali lang naman to alam nyo na to” it may be easy for you but we are not like you po"
0,to give more time about doing the tasks he gives before it comes the deadline and to explain clearly the topic he is discussing.
0,lessen the activity and improve speaking tone for the students to understand clearly
0,"this finals, the instructor did not meet us so be present in synchronous class since it is a major subject. reply to students messages especially when it is necessary."
0,"-masyado mabilis minsan mag turo
-this finals di masyado nag paramdam kahit recorded lecture wala, modules lang talaga.
"
1,"nothing at all, all of the teachings, or way of teaching, and lessons are correlated."
1,hi ma'am kumusta na po kayo? hindi po namin kung ano nangyari po sa inyo nawa ok lang po kayo. salamat ma'am.
1,"nothing to improve , she can handle the students properly and she can teach us clearly ."
0,"her assessment exams should contain those of what were discussed, not those that apparently came from the ether"
0,ahmmm for me siguro in my part yung communication namin sakanya kase dipo siya madaling i-reach out kapag may concerns kami.halimbawa sa mga di namin magets na instructions niya sa mga pinagagawa niya po.
0,maximize time
1,none!
1,"none, i don't see any aspects that can be improved because all are fitted."
1,i think there's no need to improve because like what she said last week na hinde na siya magtururo.sayang lang po at diko siya naging professor nung face to face siguro mas okay po na na-experience ko siyang makilala personally.
1,ang gaya ni ma'am ay dapat ikeep sa ating institusyon.
1,"nothing to improve , she can handle the students properly ;)"
1,"as per my experience, she's a great professor"
0,she must be more reachable if students have concern
1,there's no need to improve
1,"none, all of what happened is okay and no lack of anything."
1,salamat po ma'am jacq.
1,"nothing to improve , because she can handle us properly"
0,minsan masungit si ma'am kaya nakakahiya mag asked ng question
0,"as per my experience with the subject, the professor must should be make more sensible decisions when it comes to announcements. it would be nice that activities are announced way ahead of time before the deadline of submission rather than announcing on the same day of the deadline, hello, this is not food panda, you don't get it within three hours."
1,i think there's nothing to improve about her.
1,"the sometimes the ""absence"" of the teacher is understandable and sometimes the schedule is adjusted but, overall she is attentive during class hours."
0,she has to do more research on the course
1,there is no improvement because mam is good instructor.
1,nothing goods na hindi sya masyado nagbibigay ng activities kase alam nya na we need to focus on minor subject
0,the area of improvement for him is that maybe he won't give any activities or quizzes when it is not his scheduled day even if it's asynchronous or synchronous class.
1,nothing because sir nic is already a great teacher and best role model in all aspects
1,nothing to improve
1,nothing. maybe he can still improve his communication skills but it is actually satisfactory already
0,"maybe his pronunciations, there are time he talkes very fast and end up i don't understand what he says. but just sometimes:)"
1,"sir is a great professor, it's up to him if he still want to improve his teaching style. but for us, he is enough."
0,he could be considerate with the number of activities and quizzes that he wants students to answer.
1,"continue teaching and smiling in class po sir, it hepls me to stress-out my thoughts when we are in your class. thank you po
"
1,for me he already has a good and satisfying teaching approach
0,provides an activity that has not yet been taught.
0,discuss more than the usual
1,there is no improvement because mam is a good instructor.
0,have more time to teach and discuss the lesson
1,there is no improvement because mam is good instructor.
1,no one is perfect but she's the best
1,there is no improvement because mam is good instructor.
1,she's super considerate and has nothing to improve
0,she will make a recording ahead of time and explain each in synchronous class.
1,she teaches the course clearly but too rapidly
1,"sometimes we feel a lot of pressure whenever we are asked to recite, but overall, it's a fun experience."
1,there is no improvement because mam is a good instructor.
1,"i think nothing she's the best prof, she's the one na hindi nagspoon feed to the point na may challenge yung utak mo and nakakaimprove sya ng learning skills namin. i love you ma'am"
0,computation must be taught to the student
0,"everything especially the personality, the way he approach student is so rude to the point nakakadown grade ng mental health, and yung expectation po nya sobrang taas na imbis na ituro nya ang sasabihin nya saamin dapat alam nyo yan kase bsais kayo, kaya nga po sya andoon para ma cure yung ignorance namin hindi para magalit sya kase wala kameng alam."
0,i think giving specific directions in activities is an area that requires improvement.
0,the instructor always expects the students to know the topic based on previous courses discussed in the past year.
0,sometimes he gave us a quiz with computation but he didn't teach how to solve it.
0,he should be teaching clearly and be considerate
0,"he's a little intimidating, especially when he asks a question and no one is able to respond quickly."
0,"* first, to be considerate.
* second, i hope his quizzes are the only ones covered by what he is teaching. 
* third, when giving instructions, stick to what was first discussed. 
* fourth, when a student talked to him because he thought it was unfair, he said that he was very considerate and ""mas marunong pa kayo saakin.""
* fifth, when he calls someone to answer and is wrong, he should not laugh. (this is what i heard from other sections.)




"
1,there is no improvement because mam is a good instructor.
0,have more time to discuss the lesson and make expand our knowledge in this field
0,sometimes we are lacking time in finishing the quiz.
0,"my only concern is the time she gives us to answer a quiz. sometimes, there are a lot of items but the time given is not enough."
0,she teaches the course rapidly
1,there is no improvement because mam is a good instructor.
0,"everything, ngayon lang ako nakakita ng prof na magpapaquiz ng 25 items in 30 mins kasama back up answer na iupload pa sa gdrive and marami pang process. grabe tapos yung quizzes may computation pa and worst than that pinapareport nya yung topics saamin e not all students are good at reporting so hindi namin maggets yung topics and grabe talaga kaya ang baba mg scores ko sa quizzes nya is walang consideration sa pagbibigay ng tanong at hindi sya effective professor kase hindi naman sya nagtuturo."
0,discuss slowly
1,there is no improvement because mam is a good instructor.
0,mas linawin pa po yung turo minsan po di namin maintindihan and masyadong mabilis
0,should explain more how some parts of the code function and why it works. should check activities as soon as possible for students to know if they still need improvements or not.
0,siguro yung pag uupdate niya pero okay naman lagi naman halos nag uupdate si sir. yung way lang siguro pag eexplain
0,having ready to teach without errors.
0,sana maidiscuss nya ung mismong code hindi ung puro kopya.. tinatype nya naman pero nag kakamali paden.. dapat nag copy paste na lng sya tapos pinaliwanag nya bakit ayun ung result.
0,give more examples on every topic.
0,"though, i hope he knows what he's teaching bc oftentimes he seems unsure"
0,"the lesson is too difficult to understand. so, the instructor should teach the lesson in not too complicated way."
0,"updates po kung magdidiscuss sya or hindi. 
learning materials, nakakalito po kasi minsan yung sinend nyang module then nasa iba po palang page ang diniscuss nya."
0,update tsaka yung mga dapat gawin and exam kasi wala paramdam din.
0,sana maidiscuss nya ng ayos kasi minsan ung topic di ko na ma gets.
0,mas maging clear po yung yung turo tas konti lang po dapat pagiging seryoso
0,students find it hard to learn the subject. the instructor should give more examples and should explain the lessons in the student's level of understanding.
0,clarity of teaching or making it easier for us to understand.
1,nonetheless
0,the areas of improvement for the instructor is that he must teach us and attends the class if he have schedule that day.
0,"- should at least give a heads up if there will be a class or none
- the course design, learning materials, and the subject itself could've been executed and applied more in real life
- missing in action most of the time"
0,"honestly, maybe because he is busy, we only have few meetings. and sometimes there is time that we are shock because we didn't know what we are going to exam, the coverage, because as i say, we only have few meetings, there is presenters but they can't able to present because we didn't able have our meeting in his class."
0,"magsabi po sana kung hindi makakapag-klase at kung bakit po siya hindi nakaka-attend sa klase namin. feeling po kasi namin nakalimutan na kami. magpapa-exam, akala niya siguro ay nakapagklase sa amin pero sa kabilang section lang po yata siya naka-attend ng klase. kahit sa module po siya nag-base ng exam, iba pa rin pag naituro or na-ipresent. reporting lang talaga all throughout pero iba pa rin pag may teacher input po. nagkakaroon ng clarifications and additional information. iba pa rin ang may presensya ng teacher."
0,he must meet his students. :(
0,improvements for the proper use of each session and connection with the students.
0,"he should be more caring with his students and their academic growth about the course. maybe next time that he won't be able to meet the class, he could inform his students beforehand."
0,the instructor should meet the students during class hour to provide the students' needs as their teacher/prof.
0,"i think the professor's absence is much more that he attended to class. i don't know the reason, and when some of my classmates reach out to him he does not respond."
0,must consider his time in attending our online session
0,just be punctual and be professional
0,time- management and also always meet his students in order to help their student to become knowledgeable about the subject
0,"his time management, communication with the students, considerations in giving examinations and/or activities and teaching strategies."
0,"sometimes he wasn't able to meet us to have class during the scheduled class- day/hour, maybe because he is busy and this is also the concern of some of my classmates. and he gave us midterm examination without any announcement or discussion happened, he just uploaded the learning material. so for me he should have time management."
0,teaching the students according to the class schedule.
0,mag-update sa mga students kung magkaklase or hindi. para po hindi naghihintay at sa mga pinapagawa para po alam namin kung san na kami magsstart and kung need na po ba tapusin ang mga pinapagawa kasi po mahaba yun. tsaka po mag ounce po sana kung kelan ipapasa bawat chapter po.
0,always attend in sychronous classes to have an interaction for acvtivities and mostly for thesis making
0,socializing with students
0,engagement with students
0,"the instructor is hard to contact due to her schedule. she is always busy that the students are unable to ask important questions and reach out to her as possible resulting in confusion to students on what they can do. in addition, consultation is a must due to the system proposal."
0,presence and communication.
